disease,window,state,concern,burden,pool_burden,D,D_lo,D_hi,excludes_zero,burden_percentile,trend,gop_margin,gate,action,reason,content_row,target_row
flu,October 26 - November 29,ky,30.9,0.394,0.5836,1.2387,-0.0248,1.9875,False,0.422,closing,31.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,de,29.9,0.374,0.5836,1.0492,0.1007,1.7702,True,0.373,widening,-14.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,ut,25.1,0.68,0.5836,-1.5796,-2.7444,1.3954,False,0.765,closing,22.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,la,26.7,1.832,0.5836,-2.0371,-2.9672,-1.0325,True,0.98,closing,22.36,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,al,27.7,0.734,0.5836,-0.5668,-1.6057,0.1331,False,0.784,closing,30.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,ct,31.8,0.676,0.5836,0.5832,-0.47,1.1537,False,0.745,closing,-14.76,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,nj,30.0,0.782,0.5836,-0.1073,-1.2355,0.484,False,0.843,flat,-6.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,ny,33.5,0.998,0.5836,0.559,-0.9108,0.9651,False,0.882,closing,-12.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,nv,27.5,0.3,0.5836,0.8011,-0.5027,2.1049,False,0.216,widening,3.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,va,29.5,0.624,0.5836,0.1095,-0.9508,0.9777,False,0.686,closing,-5.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,dc,37.3,0.654,0.5836,1.512,1.0166,1.512,True,0.725,flat,-86.63,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,tx,30.0,1.538,0.5836,-0.7397,-1.671,-0.2707,True,0.961,closing,13.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,ia,26.3,0.172,0.5836,0.8682,0.1223,2.1006,True,0.078,widening,13.45,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,sc,28.2,0.484,0.5836,0.0994,-0.9303,0.826,False,0.588,closing,18.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,October 26 - November 29,tn,26.5,0.444,0.5836,-0.5185,-1.2014,0.3519,False,0.549,closing,30.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,November 30 - December 27,mn,33.3,6.8775,4.3092,-0.2837,-1.5472,0.7661,False,0.922,closing,-4.34,PASS,ALERT_AND_MOBILIZE,"D = -0.284 does not exceed its uncertainty [-1.547, +0.766], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,hi,38.5,7.0075,4.3092,0.1944,-0.775,0.4955,False,0.961,closing,-23.56,PASS,ALERT_AND_MOBILIZE,"D = +0.194 does not exceed its uncertainty [-0.775, +0.495], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ak,26.9,6.005,4.3092,-1.2104,-2.3682,0.0,False,0.843,closing,13.69,PASS,ALERT_AND_MOBILIZE,"D = -1.210 does not exceed its uncertainty [-2.368, +0.000], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,md,39.0,6.3725,4.3092,1.0498,-0.4049,1.0498,False,0.863,flat,-29.51,PASS,ALERT_AND_MOBILIZE,"D = +1.050 does not exceed its uncertainty [-0.405, +1.050], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,va,33.1,4.8325,4.3092,0.6487,-0.1968,1.4754,False,0.627,widening,-5.89,PASS,ALERT_AND_MOBILIZE,"D = +0.649 does not exceed its uncertainty [-0.197, +1.475], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ma,34.0,5.2975,4.3092,0.5352,-0.3218,1.1537,False,0.745,closing,-25.91,PASS,ALERT_AND_MOBILIZE,"D = +0.535 does not exceed its uncertainty [-0.322, +1.154], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,dc,35.0,5.12,4.3092,0.8682,-0.1622,1.512,False,0.725,closing,-86.63,PASS,ALERT_AND_MOBILIZE,"D = +0.868 does not exceed its uncertainty [-0.162, +1.512], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,mi,31.4,4.11,4.3092,0.8977,-0.1968,1.5226,False,0.471,widening,1.44,PASS,ALERT_AND_MOBILIZE,"D = +0.898 does not exceed its uncertainty [-0.197, +1.523], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,il,27.9,4.31,4.3092,-0.2423,-1.2141,0.6071,False,0.588,closing,-11.14,PASS,ALERT_AND_MOBILIZE,"D = -0.242 does not exceed its uncertainty [-1.214, +0.607], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,mt,27.0,3.045,4.3092,0.5423,-0.2058,1.132,False,0.235,closing,20.58,PASS,ALERT_AND_MOBILIZE,"D = +0.542 does not exceed its uncertainty [-0.206, +1.132], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,tx,26.9,5.9625,4.3092,-1.0694,-1.6723,-0.457,True,0.804,widening,13.88,PASS,ALERT_AND_MOBILIZE,"D = -1.069 is past OUR alert bar of -0.50 and its interval [-1.672, -0.457] excludes zero. Downplayed regime. Burden here 5.96 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ga,29.9,4.9775,4.3092,-0.1043,-1.8745,1.3204,False,0.686,closing,2.21,PASS,ALERT_AND_MOBILIZE,"D = -0.104 does not exceed its uncertainty [-1.875, +1.320], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ar,25.6,3.4375,4.3092,-0.1667,-0.8554,0.6918,False,0.333,closing,31.34,PASS,ALERT_AND_MOBILIZE,"D = -0.167 does not exceed its uncertainty [-0.855, +0.692], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,fl,23.5,4.2175,4.3092,-1.1984,-1.5744,-0.0966,True,0.51,closing,13.22,PASS,ALERT_AND_MOBILIZE,"D = -1.198 is past OUR alert bar of -0.50 and its interval [-1.574, -0.097] excludes zero. Downplayed regime. Burden here 4.22 percent of ED visits, pool 4.31. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,wv,29.5,2.2375,4.3092,1.3135,0.4622,1.9622,True,0.157,widening,42.69,PASS,HOLD_AND_WATCH,"D = +1.313 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
flu,November 30 - December 27,ut,24.1,4.8475,4.3092,-1.4056,-2.414,0.598,False,0.647,closing,22.21,PASS,ALERT_AND_MOBILIZE,"D = -1.406 does not exceed its uncertainty [-2.414, +0.598], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,sd,22.7,1.69,4.3092,0.1484,-0.1944,1.2811,False,0.059,closing,29.89,PASS,ALERT_AND_MOBILIZE,"D = +0.148 does not exceed its uncertainty [-0.194, +1.281], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,pa,27.9,3.3775,4.3092,0.4542,-0.4397,1.1784,False,0.314,flat,1.73,PASS,ALERT_AND_MOBILIZE,"D = +0.454 does not exceed its uncertainty [-0.440, +1.178], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ne,28.3,1.835,4.3092,1.4984,0.406,2.4462,True,0.078,widening,20.84,PASS,HOLD_AND_WATCH,"D = +1.498 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
flu,November 30 - December 27,in,25.0,4.285,4.3092,-0.8977,-1.671,0.2992,False,0.549,widening,19.3,PASS,ALERT_AND_MOBILIZE,"D = -0.898 does not exceed its uncertainty [-1.671, +0.299], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,nm,30.4,5.3,4.3092,-0.2788,-1.2324,0.6293,False,0.765,widening,-6.14,PASS,ALERT_AND_MOBILIZE,"D = -0.279 does not exceed its uncertainty [-1.232, +0.629], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,me,31.2,3.345,4.3092,1.2324,0.3132,1.8617,True,0.294,closing,-7.09,PASS,HOLD_AND_WATCH,"D = +1.232 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
flu,November 30 - December 27,de,34.2,4.3075,4.3092,1.1587,0.1483,1.6237,True,0.569,widening,-14.96,PASS,HOLD_AND_WATCH,"D = +1.159 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
flu,November 30 - December 27,co,27.9,5.965,4.3092,-0.9176,-1.6705,-0.2543,True,0.824,closing,-11.29,PASS,ALERT_AND_MOBILIZE,"D = -0.918 is past OUR alert bar of -0.50 and its interval [-1.671, -0.254] excludes zero. Downplayed regime. Burden here 5.96 percent of ED visits, pool 4.31. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ri,31.0,4.8875,4.3092,0.2194,-0.9536,1.1787,False,0.667,closing,-14.16,PASS,ALERT_AND_MOBILIZE,"D = +0.219 does not exceed its uncertainty [-0.954, +1.179], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ky,26.8,3.6075,4.3092,-0.0257,-0.7607,0.9592,False,0.373,closing,31.03,PASS,ALERT_AND_MOBILIZE,"D = -0.026 does not exceed its uncertainty [-0.761, +0.959], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,wa,29.4,1.9875,4.3092,1.3482,-0.1989,2.8737,False,0.137,widening,-18.93,PASS,ALERT_AND_MOBILIZE,"D = +1.348 does not exceed its uncertainty [-0.199, +2.874], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,al,28.3,5.52,4.3092,-0.6639,-1.5374,0.0,False,0.784,flat,30.88,PASS,ALERT_AND_MOBILIZE,"D = -0.664 does not exceed its uncertainty [-1.537, +0.000], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ks,23.4,3.075,4.3092,-0.6293,-1.3954,1.4756,False,0.255,flat,16.41,PASS,ALERT_AND_MOBILIZE,"D = -0.629 does not exceed its uncertainty [-1.395, +1.476], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ny,28.9,6.7775,4.3092,-1.0044,-2.5022,0.2277,False,0.902,widening,-12.69,PASS,ALERT_AND_MOBILIZE,"D = -1.004 does not exceed its uncertainty [-2.502, +0.228], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,or,30.7,1.235,4.3092,2.5451,1.9733,3.09,True,0.02,widening,-14.87,PASS,HOLD_AND_WATCH,"D = +2.545 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
flu,November 30 - December 27,nd,25.5,3.85,4.3092,-0.4617,-1.331,0.7458,False,0.412,flat,37.39,PASS,ALERT_AND_MOBILIZE,"D = -0.462 does not exceed its uncertainty [-1.331, +0.746], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,oh,25.7,4.125,4.3092,-0.4817,-1.7206,0.9903,False,0.49,closing,11.31,PASS,ALERT_AND_MOBILIZE,"D = -0.482 does not exceed its uncertainty [-1.721, +0.990], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,nv,25.5,2.85,4.3092,0.1644,-0.329,1.0145,False,0.196,closing,3.16,PASS,ALERT_AND_MOBILIZE,"D = +0.164 does not exceed its uncertainty [-0.329, +1.015], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ct,35.2,7.65,4.3092,-0.1944,-1.2109,0.3011,False,0.98,closing,-14.76,PASS,ALERT_AND_MOBILIZE,"D = -0.194 does not exceed its uncertainty [-1.211, +0.301], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,wi,28.5,4.2725,4.3092,0.0969,-0.8493,0.7529,False,0.529,closing,0.87,PASS,ALERT_AND_MOBILIZE,"D = +0.097 does not exceed its uncertainty [-0.849, +0.753], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,nh,32.2,4.315,4.3092,0.626,-0.4868,1.331,False,0.608,closing,-2.82,PASS,ALERT_AND_MOBILIZE,"D = +0.626 does not exceed its uncertainty [-0.487, +1.331], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,mo,16.1,3.775,4.3092,-1.7765,-1.7765,-0.905,True,0.392,widening,18.67,PASS,ALERT_AND_MOBILIZE,"D = -1.777 is past OUR alert bar of -0.50 and its interval [-1.777, -0.905] excludes zero. Downplayed regime. Burden here 3.77 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ia,24.5,2.9,4.3092,-0.0683,-0.625,0.8977,False,0.216,closing,13.45,PASS,ALERT_AND_MOBILIZE,"D = -0.068 does not exceed its uncertainty [-0.625, +0.898], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,tn,25.7,3.88,4.3092,-0.3359,-1.1098,0.5381,False,0.431,closing,30.12,PASS,ALERT_AND_MOBILIZE,"D = -0.336 does not exceed its uncertainty [-1.110, +0.538], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ca,30.7,1.4075,4.3092,2.2441,1.6723,2.7889,True,0.039,widening,-20.8,PASS,HOLD_AND_WATCH,"D = +2.244 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here"
